0 1 2
0.5142453938789653 0.01835044376278577 0.46840416235824894
0.6889082630967142 0.01645240631167995 0.2946393305916058
0.6415918973288521 0.020463064772235983 0.33894503789891195
0.6599050409962725 0.01816352703438095 0.32193143196934665
0.5962080971563462 0.01959025557733946 0.38420164726631434
0.294696238240162 0.01236178461566048 0.6929419771441776
0.18039064613154607 0.03973575085541472 0.7798736030130392
0.17856682435035504 0.04676186703215094 0.774671308617494
0.6835533232411806 0.009975155316202222 0.30647152144261713
0.4643711805115556 0.012453403579410658 0.5231754159090338
0.8550520872937654 0.003040658103216147 0.1419072546030185
0.49411853361083846 0.009470093814858626 0.4964113725743029
0.38814440535312034 0.038232554882686516 0.573623039764193
0.9992766825671681 0.0007233216269293662 -4.194097210553985e-09
0.5898208507484282 0.01390085362137971 0.39627829563019207
0.9020387192019302 0.0038030179994775547 0.09415826279859209
0.5655764161183877 0.008754460359090936 0.42666912352252134
0.5733987143702103 0.016574282062932665 0.41002700356685706
0.2956279504088032 0.021214811503093792 0.682157238088103
0.5620433422939827 0.02524062149763031 0.41271603620838704
0.7879226640131771 0.011312671857762772 0.2007646641290601
0.7787266735016495 0.008471157022689964 0.21280216947566052
0.5452600189303983 0.019738422792632816 0.4350015582769689
0.7335894905765329 0.013340046189276974 0.25307046323419
0.7458152152372022 0.006418007025361736 0.24876677773743597
0.5531829115659639 0.017917368569523296 0.42889971986451275
0.9743553024462976 0.004249124286925761 0.021395573266776588
0.858504368012473 0.008561457867429454 0.13193417412009759
0.8164699306683213 0.011358080179245816 0.17217198915243295
0.4087905364008069 0.02247557409232718 0.5687338895068659
0.726458113169774 0.008922833275168244 0.2646190535550577
0.5359218757289737 0.03179514224366178 0.4322829820273646
0.34913387623429853 0.03097434293173159 0.6208917808339699
0.7056185750284755 0.014263317872460027 0.2801181070990645
0.6824736324588307 0.01572908245108744 0.30179728509008186
0.649173404257097 0.02283246837837742 0.32799412736452555
0.9928420519292844 -2.233663133014057e-09 0.007157950304378894
0.5894122795330962 0.010691304570196515 0.3998964158967074
0.892795344460437 0.005927581259772004 0.10127707427979095
0.45452969763486756 0.03123273016999092 0.5142375721951415
0.2703512092263783 0.01685626728032298 0.7127925234932987
0.8320217144620975 0.00694035146691047 0.16003793407099204
0.8213432878766995 0.006934494979322944 0.17172221714397745
0.521009758376546 0.014300749266560804 0.46468949235689316
0.7441059631939883 0.015878051987164864 0.2400159848188469
0.6096280823373423 0.009348218063605897 0.3810236995990517
0.5988490613682015 0.018983237502969628 0.382167701128829
0.6309492031257963 0.014908569661714716 0.35414222721248906
0.935003387620155 0.0011813701652217806 0.06381524221462317
0.8731558927632773 0.00823934777102872 0.11860475946569399
0.23132902825993287 0.009015494801801539 0.7586554769382655
0.6976226709610865 0.008393084951352154 0.2939842440875612
0.4290063392050533 0.02113248758573656 0.5498611732092101
0.5941236827735319 0.008799868680573987 0.3980764485458942
0.3642040773809196 0.015655778023995637 0.6201401445950847
0.7472502670811069 0.008548426773243717 0.24420130614564936
0.26125385734853135 0.03436340482905223 0.7043827378224164
0.8146204816852727 0.005726831116397396 0.17965268719832989
0.8496023789783004 0.006495563298472939 0.14390205772322667
0.8780292499716555 0.0038157625711058366 0.1181549874572385
0.651332785821797 0.011324614108606986 0.337342600069596
0.36470546130612047 0.03892269919519764 0.5953718394986819
0.4877095301748124 0.021404135193850777 0.4908863346313368
0.28591268911771567 0.04301062740630744 0.6710766834759769
0.7524848112748517 0.012300468719871284 0.23521472000527704
0.70063064808212 0.016252974287316008 0.2841163776305639
0.5644908994122259 0.014217107230192906 0.42129199335758116
0.5528947360124206 0.01743302856719025 0.42967223542038907
0.6236558717510946 0.013023506057906326 0.3643206221909991
